API Number,Operator,Month,Day,Year,Well_Name,Field_Name,County,Shale_Formation/Member,Depth,Depth_Range_(feet),Second_Depth_Interval_(feet),Third_Depth_Interval_(feet),Initial_Potential_(MCFD),Water_(BWPD),ISIP,SITP/SICP,FTP/FCP,IP OIL/COND,API gravity,GOR,Comments,Lateral Length (ft),PI Newsletter Date,Latitude,Longitude
35-121-23599,Newfield Exploration,3,2,2006,1-15 Orr,Ashland,Pittsburg,Woodford,9324,9324-9386,,,645,240,,,94,,,,Discovery-Extension,,5/26/2006,34.815713,-96.034232
35-145-22955,Resource Development Technology,3,3,2006,19-2A Collins,Wagoner SW,Wagoner,Woodford,888,0888-0898,,,17,96,,,50,,,,,,5/12/2006,35.942587,-95.424069
35-019-07387,Cimarex Energy of Colorado,3,6,2006,2 Smith,Caddo,Carter,Sycamore; Woodford,3528,3528-3678,3774-4024,,150,35,,,,,,,Commingled; gross depth range; OWWO,,10/3/2008,34.271788,-97.183283
35-005-20291,Antero Resources,3,8,2006,1 Carr Estate 13H,unnamed,Atoka,Woodford,8054,8054,,,3980,179,,2350,300,,,,"HORIZONTAL well; perforated intervals 8,687-8,949 ft, 9,207-9,469 ft, 9,724-9,992 ft, 10,243-10,511 ft, 10,763-11,031 ft; liner 8,234-11,157 ft; discovery-new field",2344,5/5/2006,34.379465,-96.203335
35-049-21809,Chesapeake Operating,3,11,2006,1-9 Bloomfield 'A',Golden Trend,Garvin,Sycamore; Woodford,9840,9840-9937,9996-10224,,49,,,,,,,,Commingled; gross depth range; OWWO,,2/9/2007,34.831918,-97.628008
35-063-23749,Newfield Exploration,3,15,2006,1H-36 Parker,unnamed,Hughes,Woodford,7215,7215,,,5312,82,,,1353,,,,"HORIZONTAL well; perforated intervals 7,820-8,380 ft, 8,620-9,180 ft, 9,420-9,980 ft; liner 6,473-10,250 ft; discovery-new field",2160,6/23/2006; 1/15/2008,34.767929,-96.199858
35-063-23728,Continental Resources,3,15,2006,A 26A-4 Tucker,Citra,Hughes,Woodford,5626,5626-5644,,,156,35,,,,,,,,,4/20/2007,34.79317,-96.335577
35-019-24800,Lewis Oil Properties,3,23,2006,7-1 Bigbie,Joiner City,Carter,Caney; Woodford,8843,8843,9102-9390,,225,,,,,367,45,45,"OIL WELL; IPF OIL 367 BPD; GOR 613; OIL GTY 45 API DEG; ABANDONED AFTER PRODUCING 4,300 BO",,,34.140094,-97.549313
35-029-20729,Devon Energy,3,29,2006,2-18 Double 5 Ranch,unnamed,Coal,Woodford,7514,7514,,,2346,89,,,200,,,,"HORIZONTAL well; lateral 7,739-9,919 ft",2180,3/2/2007,34.737006,-96.194235
35-049-36571,Cimarex Energy of Colorado,3,31,2006,1 Franklin A,Eola,Garvin,Woodford,6342,6342-6382,,,36,5,,,,3,39,12000,"OWWO; IPP OIL 3 BPD; OIL GTY 38.7 API DEG; GOR 12,000",,2/29/2008,34.56584,-97.45456
35-107-23265,Devon Energy,4,4,2006,1-20 Wise,Dustin,Okfuskee,Caney,3764,3764-3850,,,221,70,,,500,,,,"Gross depth range; perforations 3,764-3,774, 3,840-3,850 ft",,3/16/2007,35.320588,-96.057764
35-145-22948,Resource Development Technology,4,6,2006,1-1E Dunkin,Wagoner,Wagoner,Woodford,570,0570-0585,,,30,100,,,80,,,,,,5/19/2006,35.976263,-95.447786
35-107-23268,Williams Production,4,6,2006,1-35 Rave,Dustin NE,Okfuskee,Woodford,3758,3760-3800,,,200,288,,,,,,,,,8/25/2006,35.301487,-96.013664
35-145-06092,Resource Development Technology,4,6,2006,7-1C Clay,Wagoner,Wagoner,Woodford,710,0710-0725,,,,,,,,,,,OWWO,,,35.97257,-95.434323
35-091-21534,Panther Energy,4,8,2006,1-1 Lizzy,Hanna,McIntosh,Woodford,4818,4818-4830,,,42,99,,,12,,,,,,5/19/2006,35.200438,-95.885011
35-145-22949,Resource Development Technology,4,11,2006,18-11R Dunkin,Wagoner,Wagoner,Woodford,910,0910-0935,,,20,150,,,,,,,Recompleted to Dutcher by WCT Operating on 10/18/2010,,6/2/2006,35.947206,-95.422996
35-029-20734,Devon Energy,4,11,2006,1-13 Double 5 Ranch,unnamed,Coal,Woodford,7370,7370,,,1001,88,,,190,,,,"HORIZONTAL well; lateral 7,700-9,724 ft; discovery-new field",2024,3/16/2007,34.73518,-96.200028
35-029-20738,Devon Energy,4,25,2006,1-14 Dottie,unnamed,Coal,Woodford,6916,6916,,,1215,,,,240,,,,"HORIZONTAL well; lateral 7,232-9,290 ft; discovery-new field",2058,2/2/2007,34.726139,-96.216668
35-103-23944,Three Sands Oil,4,27,2006,2 CB,Perry E,Noble,Woodford,4806,4806-4864,,,,120,,,,4,40,,OIL WELL; IPF OIL 4 BPD; OIL GTY 40 API DEG,,,36.331367,-97.205525
35-145-22938,Parsons Engineering,5,2,2006,18-1 Sandpiper,Choska NW,Wagoner,Caney,1157,1157-1215,,,7,30,,,30,,,,"Reported as ""Fayetteville"" completion",,6/16/2006,35.859406,-95.645633
35-121-23596,Newfield Exploration,5,3,2006,1-31 Cunningham,Ashland,Pittsburg,Woodford,8530,8530-8704,,,450,32,,,72,,,,,,9/29/2006,34.777528,-96.080536
35-107-23238,Metro Energy Group,5,3,2006,1-17 Snell Heirs,Weleetka E,Okfuskee,Woodford,3790,3790-3820,,,135,15,,,,,,,,,4/27/2007,35.339649,-96.054446
35-005-20296,Antero Resources,5,9,2006,14-1H Carr Estate,unnamed,Atoka,Woodford,7640,7640,,,1576,204,,,125,18,55,87555,"HORIZONTAL well; IPF Condensate 18 BPD; OIL GTY 55 API DEG; GOR 87,555; lateral 8,193-9,964 ft; discovery-new field",1771,1/12/2007,34.386652,-96.222877
35-029-20740,Devon Energy,5,15,2006,1-23 Jordan,unnamed,Coal,Woodford,7000,7000,,,1021,193,,,250,,,,"HORIZONTAL well; lateral 7,334-9,415 ft; gross depth range; discovery-new field",2081,11/16/2007,34.722384,-96.215515
35-063-23748,Newfield Exploration,5,18,2006,1H-10 Reeder,Ashland N,Hughes,Woodford,8091,8091,,,1270,,,,815,,,,"HORIZONTAL well; perforated intervals 8,464-8,925 ft, 9,070-9,370 ft, 9,520-10,080ft, 9,588-10,013 ft, 10,320-10,880 ft; liner 7,429-11,073 ft",2416,6/23/2006,34.829791,-96.1304
35-063-23742,Newfield Exploration,5,18,2006,1H-27 Whitlow,unnamed,Hughes,Woodford,7272,7272,,,1989,43,,,383,,,,"HORIZONTAL well; perforated intervals 7,740-8,300 ft, 8,540-9,100 ft, 9,340-9,900 ft; discovery-new field",2160,6/30/2006,34.782422,-96.238295
35-063-23755,Newfield Exploration,5,18,2006,1H-19 Mooney,unnamed,Hughes,Woodford,7855,7855,,,1417,,,,904,,,,"HORIZONTAL well; lateral 8,340-10,500 ft; liner 5,500-10,675 ft",2160,10/6/2006,34.800667,-96.194176
35-029-20735,St. Mary Land & Exploration,5,23,2006,2-32 Ryan Gaylor,Centrahoma,Coal,Woodford,7600,7600,,,1020,136,,,,,,,"HORIZONTAL well; lateral 9,020-11,335 ft",2315,8/10/2006,34.60454,-96.283395
35-063-23754,Newfield Exploration,5,24,2006,1H-21 Morris,unnamed,Hughes,Woodford,7971,7971,,,1394,45,,,841,,,,"HORIZONTAL well; discovery-new field; lateral 8,759-10,700 ft",1941,9/1/2006,34.798896,-96.15018
35-063-23763,Newfield Exploration,5,24,2006,1H-31 Patterson,unnamed,Hughes,Woodford,7571,7571,,,1858,32,,,1601,,,,"HORIZONTAL well; lateral 8,302-10,300 ft; perforations 8,302-8,768, 9,068-9,534, 9,834-10,300 ft; discovery-new field",1998,9/8/2006,34.767933,-96.185265
35-107-23278,Williams Production,5,29,2006,1-22 Wise,Dustin,Okfuskee,Woodford,2404,2404-3963,,,22,15,,,,,,,,,8/25/2006; 10/16/2007,35.321448,-96.020105
35-087-35460,Quintin Little Company,6,1,2006,1 A. John,Golden Trend,McClain,Woodford,9658,9658-9703,,,49,2,,,,,,,OWWO,,7/28/2006,34.89701,-97.646328
35-029-20743,St. Mary Land & Exploration,6,1,2006,1-2 Lake Coalgate,unnamed,Coal,Woodford,8573,8573,,,125,30,,,,,,,"HORIZONTAL well; lateral 8,780-9,760 ft",980,10/6/2006,34.57928,-96.22861
35-091-21543,Williams Production,6,6,2006,3-23V Missy,Stidham S,McIntosh,Woodford,4193,4193-4198,,,,,,,,,,,,,12/5/2008,35.319614,-95.692909
35-029-20737,Newfield Exploration,6,7,2006,1H-28 Wilson,unnamed,Coal,Woodford,10503,10503,,,1086,8,,,983,,,,"HORIZONTAL well; lateral 10,968-12,100 ft; liner 9,447-12,347 ft; discovery",1132,7/21/2006,34.619161,-96.156841
35-029-20742,Newfield Exploration,6,7,2006,1H-31 Hedgecock,unnamed,Coal,Woodford,9679,9679,,,3063,8,,,1605,,,,"HORIZONTAL well; discovery-new field; lateral 10,327-12,535 ft; liner 8,615-12,706 ft",2208,8/25/2006,34.606488,-96.192016
35-029-20745,Devon Energy,6,7,2006,1-8H Pasquali,unnamed,Coal,Woodford,7650,7650,,,2891,113,,,275,,,,"HORIZONTAL well; lateral 8,035-10,030 ft; gross depth range; discovery-new field",1995,11/16/2007,34.740659,-96.17648
35-063-23760,Continental Resources,6,10,2006,"14-12 Wilson ""B""",unnamed,Hughes,Woodford,7450,7450,,,753,653,,,,,,,"HORIZONTAL well; lateral 7,850-9,440 ft; gross depth range; liner 6,909-9,683 ft; discovery-new field",1590,11/16/2007; 7/22/2008,34.816891,-96.22837
35-091-21539,Dyne Exploration,6,12,2006,2-17H Adams,Stidham S,McIntosh,Caney,3620,3620,,,32,5,,,100,,,,"HORIZONTAL well; perforations 4,030-4,035, 4,275-4,280, 4,350-4,355, 4,685-4,690, 4,735-4,740 ft",710,8/18/2006,35.335836,-95.739625
35-063-23739,Jay Petroleum,6,14,2006,4 Sanders,Lamar E,Hughes,Woodford,4830,4838-4906,,,390,2,,,270,,,,"Perforations 4,838-4,844, 4,858-4,868, 4,894-4,906 ft",,8/18/2006,35.094307,-96.078929
35-063-23769,Newfield Exploration,6,14,2006,1H-28 Sanford,unnamed,Hughes,Woodford,7052,7052,,,3013,103,,1037,612,,,,"HORIZONTAL well; discovery-extension; lateral 7,440-9,910 ft; liner depth not reported",2470,8/25/2006,34.782146,-96.252531
35-035-21488,Centrex Operating,6,14,2006,1-25 Dewey Ranch,Vinita,Craig,Woodford,510,0510-0526,,,54,2,,,,,,,,,2/6/2009,36.618624,-95.216644
35-029-20757,St. Mary Land & Exploration,6,19,2006,6-1 Wood McKinney,Olney NE,Coal,Woodford,7246,7246,,,850,100,,,,,,,"HORIZONTAL well; lateral 7,317-9,111 ft; liner 6,367-9,320 ft",1794,9/1/2006,34.579055,-96.303763
35-095-00349,Gruy Petroleum Management,6,20,2006,100-1 Little,Cumberland,Marshall,Caney,2442,2442-2480,2598-2694,2659-2670,5,1,,,,,,,"Gross depth range; additional perforations 2,681-2,686, 2,722-2,740, 2,756-2,790, 2,808-2,838 ft; OWWO",,8/18/2006,34.090621,-96.569592
35-121-23659,Newfield Exploration,6,22,2006,1H-5 Kelley,Stuart,Pittsburg,Woodford,7334,7334,,,2248,331,,,225,,,,"HORIZONTAL well; lateral 7,934-10,250 ft",2316,1/12/2007,34.928154,-96.063636
35-005-20298,Pablo Energy II LLC,6,30,2006,1H-26 Betts,D&A,Atoka,Woodford,6868,6868,,,,,,,,,,,"HORIZONTAL well; openhole; lateral 7,113-10,007 ft; D&A",2894,9/21/2006,34.358521,-96.227371
35-029-20748,Devon Energy,6,30,2006,1-7H Parker,Eva South,Coal,Woodford,7628,7628,,,2317,,,,300,,,,"HORIZONTAL well; lateral 7,909-11,393 ft; common pad",3484,3/16/2007,34.753524,-96.196262
35-121-23633,Petroquest Energy,7,9,2006,5-16CW Jerry Steidley,Reams NW,Pittsburg,Woodford,7544,7544-7602,,,247,24,,,9,,,,Load water,,12/29/2006,35.082338,-95.730948
35-063-23778,Newfield Exploration,7,12,2006,1H-4 Adams,unnamed,Hughes,Woodford,8183,8183,,,3000,432,,,300,,,,"HORIZONTAL well; lateral 8,659-10,884 ft",2225,,34.840668,-96.152361
35-029-20750,Newfield Exploration,7,14,2006,1H-15 Bullock,unnamed,Coal,Woodford,9115,9115,,,3013,103,,,612,,,,"HORIZONTAL well; lateral 9,674-12,681 ft; gross depth range",3007,10/20/2006; 12/4/2007,34.649909,-96.235169
35-005-20299,Antero Resources,7,16,2006,18-1H Pettigrew,unnamed,Atoka,Woodford,8352,,,,2965,684,,,830,,,,"HORIZONTAL well; lateral 9,134-10,725 ft; discovery-new field; produced 241 mmcfg and 1,200 bbls oil in first 11 months",1591,3/2/2007,34.375656,-96.192373
35-005-20301,Antero Resources,7,17,2006,19-1H Pettigrew,unnamed,Atoka,Woodford,8486,8486,,,6897,689,,,830,,,,"HORIZONTAL well; lateral 8,859-12,545 ft; discovery-extension; produced 357 mmcfg and 2,400 bbls oil in first 11 months",3686,1/19/2007,34.375656,-96.192373
35-005-20302,Pablo Energy II LLC,7,18,2006,1H-32 Noak,D&A,Atoka,Woodford,8588,8588,,,,,,,,,,,"HORIZONTAL well; lateral 9,126-9,210 ft; drilling problems and plugged",,2/15/2008,34.254102,-96.174014
35-063-23783,Pontotoc Production,7,20,2006,1-35 Smart,Lamar E,Hughes,Woodford,4614,4614-4664,,,231,,,,580,,,,"Perforations 4,614-4,624, 4,654-4,664 ft; by February 2015 produced 154 million cubic feet gas averaging 42 Mcf/day",,9/1/2006,35.128517,-96.121864
35-091-21491,Porter Oil & Gas,7,21,2006,2-21 Mary Lee Rowe,unnamed,McIntosh,Caney,3708,3708-3814,,,120,15,,,80,,,,Gross depth range,,3/2/2007,35.326958,-95.943968
35-095-00585,Gruy Petroleum Management,7,24,2006,3 A.J. Nunley-N. Madill Sycamore D2,Madill,Marshall,Caney,3918,3918-4171,,,1,,,,,,,,OWWO,,10/13/2006,34.12267,-96.772633
35-063-23736,Crown Energy,7,25,2006,1-12 Phillips,Horns Corner,Hughes,Woodford,4646,"4646-4,800",,,330,130,,,510,,,,gross depth range,,11/24/2006; 8/31/2010,35.011438,-96.301375
35-137-03985,Four Star Oil & Gas,7,28,2006,2-D Selby,Sho-Vel-Tum,Stephens,Woodford,3720,3720-3876,,,560,,,,120,,,,Gross depth range; OWWO,,2/9/2007,34.435996,-97.687182
35-029-20753,Devon Energy,7,30,2006,1-1H Parker,unnamed,Coal,Woodford,7679,7679,,,3538,263,,,380,,,,"HORIZONTAL well; lateral 7,876-11,615 ft; discovery-extension",3739,1/26/2007,34.753474,-96.199858
35-029-20756,Devon Energy,7,31,2006,1-25H Roger Trust,unnamed,Coal,Woodford,8597,8597,,,1692,760,,,310,,,,"HORIZONTAL well; lateral 8,868-11,326 ft",2458,1/26/2007,34.707986,-96.213297
35-121-23688,Petroquest Energy,8,2,2006,1-30 Mr. Bill,unnamed,Pittsburg,Woodford,8132,8132-8202,,,1037,45,,,95,,,,Load water; discovery-new field,,12/29/2006,35.046308,-95.757221
35-049-24541,Cimarex Energy,8,10,2006,4-8H Harmon Heirs,Eola-Robberson,Garvin,Woodford,6959,6959,,,1526,40,,,195,67,40,22776,"HORIZONTAL well; IPF OIL 67 BPD; OIL GTY 39.8 API DEG; GOR 22,776; lateral 6,960-8,736 ft",1776,1/12/2007,34.567644,-97.430416
35-029-20545,"Gungoll, Carl E. Exploration",8,11,2006,1-25 Blutarsky,D&AW,Coal,Woodford,5100,5100-5184,,,,,,,,,,,D&AW; OWWO,,5/11/2007,34.70417,-96.302951
35-029-20736,Newfield Exploration,8,14,2006,1H-35 Vaughn,unnamed,Coal,Woodford,9128,9128,,,1203,86,,,61,,,,"HORIZONTAL well; lateral 10,281-12,300 ft; liner 8,208-12,608 ft",2019,10/13/2006,34.606477,-96.217575
35-005-20297,Newfield Exploration,8,15,2006,1H-7 Prather,unnamed,Atoka,Woodford,11867,11867,,,2552,30,,,348,,,,"HORIZONTAL well; lateral 12,692-14,300 ft; liner 7,890-14,724 ft; discovery-new field",1608,9/29/2006,34.652177,-96.080154
35-029-20755,Newfield Exploration,8,15,2006,1H-36 Mauk,unnamed,Coal,Woodford,9312,9312,,,2184,112,,,161,,,,"HORIZONTAL well; discovery-new field; perforations 11,938-13,220 ft; liner 8,407-13,505 ft",1282,10/26/2006,34.606477,-96.208852
35-063-23790,Newfield Exploration,8,16,2006,1H-17 Burton,unnamed,Hughes,Woodford,7982,7982,,,4300,528,,,564,,,,"HORIZONTAL well; lateral 8,709-10,710 ft; gross depth range; discovery - new field",2001,5/11/2007,34.824328,-96.172238
35-005-20305,Antero Resources,8,17,2006,8-1H Mack Carr,unnamed,Atoka,Woodford,9582,9582,,,2497,745,,,300,,,,"HORIZONTAL well; lateral 9,707-13,084 ft; discovery-new field",3377,6/15/2007,34.390303,-96.175065
35-005-20303,Antero Resources,8,22,2006,2-1H Carr Estate,unnamed,Atoka,Woodford,8096,8096,,,2733,1952,,,400,,,,"HORIZONTAL well; lateral 8,799-12,144 ft; gross depth range; discover-new field",3345,5/4/2007,34.4048,-96.225151
35-063-23786,Newfield Exploration,8,22,2006,1H-12 LS,Pine Hollow S,Hughes,Woodford,7043,7043,,,3720,1642,,,360,,,,"HORIZONTAL well; lateral 7,752-9,700 ft; gross depth range",1948,8/24/2007,34.917385,-96.105418
35-091-21455,Yale Oil Association Inc.,8,25,2006,1-31 Maggie,D&A,McIntosh,Woodford,4014,4014-4029,,,,100,,,,,,,D&A,,11/3/2006,35.291511,-95.96814
35-063-23784,Devon Energy,8,27,2006,1-12H Brewer,unnamed,Hughes,Woodford,7720,7720,,,1819,177,,,790,,,,"HORIZONTAL well; lateral 8,519-10,168 ft; discovery-new field",1649,2/2/2007,34.82412,-96.197637
35-091-21450,Shields Operating,9,5,2006,1-5 Jacky,Salem,McIntosh,Woodford,3267,3267,,,180,30,,,,2,41,90000,"HORIZONTAL well; openhole; lateral 3,267-4,591 ft; IPP OIL 2 BPD; GOR 90,000; OIL GTY 41 API DEG; liner 3,086-4,591 ft",1324,2/22/2008; 6/20/2008,35.37032,-95.9627
35-107-23289,Metro Energy Group,9,6,2006,7-19 Snell Heirs,Gregory,Okfuskee,Woodford,3670,3670-3695,,,250,30,,,75,,,,,,4/27/2007,35.331433,-96.076492
35-029-20761,Devon Energy,9,13,2006,1-26H Rogers,unnamed,Coal,Woodford,7455,7455,,,1563,537,,,700,,,,"HORIZONTAL well; lateral 7,850-9,992 ft; gross depth range; discovery-new field",2142,11/16/2007; 1/15/2008,34.707867,-96.216558
35-063-23793,Newfield Exploration,9,14,2006,1H-11 Reynolds,Hill Top,Hughes,Woodford,7116,7116,,,3875,1505,,,430,,,,"HORIZONTAL well; lateral 7,016-9,900 ft; gross depth range",2884,5/18/2007,34.91734,-96.116574
35-029-20741,Newfield Exploration,9,16,2006,1H-7 Sprague,unnamed,Coal,Woodford,10698,10698,,,3239,426,,,890,,,,"HORIZONTAL well; discovery-new field; lateral 11,222-12,425 ft",1203,12/15/2006,34.664511,-96.191935
35-029-20731,Sundown Energy Limited Partnership,9,18,2006,1-30 Sydney Gaylor,Centrahoma,Coal,Woodford,7598,7598-7698,,,110,3,,,50,,,,,,2/9/2007,34.609848,-96.287722
35-029-20744,Pablo Energy II LLC,9,20,2006,1H-15 Denson,Centrahoma,Coal,Woodford,8008,8008,,,2130,240,,,110,,,,"HORIZONTAL well; lateral 8,365-11,160 ft",2795,11/10/2006,34.562057,-96.244042
35-029-20528,"Gungoll, Carl E. Exploration",9,20,2006,2-25 Eddie,Chiles Dome,Coal,Woodford,5122,5122-5184,,,297,400,,,,,,,OWWO,,5/11/2007,34.70417,-96.307348
35-063-23794,Newfield Exploration,9,22,2006,1H-21 Cattle,unnamed,Hughes,Woodford,6958,6958,,,3560,2359,,,500,,,,"HORIZONTAL well; lateral 7,737-9,900 ft; gross depth range",2163,5/11/2007,34.796809,-96.252531
35-029-20769,Newfield Exploration,9,24,2006,1H-23 Eddings,unnamed,Coal,Woodford,9114,9114,,,2196,41,,,600,,,,"HORIZONTAL well; lateral 9,837-12,000 ft",2163,12/15/2006,34.63539,-96.217658
35-029-20659,St. Mary Land & Exploration,9,26,2006,1-35 Kim,Centrahoma,Coal,Woodford,6968,6968-7070,,,427,8,,,75,,,,OWWO; gross depth range,,9/21/2007,34.599059,-96.325802
35-029-20763,Devon Energy,9,26,2006,1-21H Miller,Ashland,Coal,Woodford,8272,8272,,,3127,114,,,575,,,,"HORIZONTAL well; lateral 8,640-10,813 ft",2173,12/21/2007; 1/15/2008,34.719064,-96.159124
35-029-20764,St. Mary Land & Exploration,9,30,2006,1-6 Teresa Hampton,unnamed,Coal,Woodford,9691,9691,,,2306,141,,,650,,,,"HORIZONTAL well; lateral 9,807-12,820 ft; discovery-new field",3013,1/12/2007,34.592028,-96.190917
35-091-21575,Orion Exploration,10,5,2006,1-5 Wiedel WCS,Scipio NW,McIntosh,Woodford,4886,4886-4894,4900-4904,,703,1,,,280,,,,DIRECTIONAL well; gross depth range,,12/22/2006,35.189685,-95.94686
35-063-23799,Chesapeake Operating,10,5,2006,1-10H Brumbaugh,Hill Top,Hughes,Woodford,7045,7045,,,1423,334,,,268,,,,"HORIZONTAL well; lateral 7,528-9,149 ft; gross depth range",1621,5/11/2007,34.915479,-96.125423
35-029-20760,Newfield Exploration,10,13,2006,1H-14 Eddings,unnamed,Coal,Woodford,9298,9298,,,3199,50,,,500,,,,"HORIZONTAL well; lateral 10,862-12,150 ft",1288,1/5/2007,34.648142,-96.228641
35-029-20765,Newfield Exploration,10,13,2006,1H-12 Perry,unnamed,Coal,Woodford,10593,10593,,,1701,34,,,120,,,,"HORIZONTAL well; lateral 11,192-13,050 ft; discovery-new field",1858,1/12/2007,34.662658,-96.200044
35-145-22967,Resource Development Technology,10,13,2006,18-5H Clark,Wagoner,Wagoner,Woodford,942,0942-0970,,,42,150,,,,,,,Dutcher oil on same lease,,3/2/2007,35.95353,-95.422996
35-145-22962,Resource Development Technology,10,13,2006,18-4Q Dunkin,Wagoner W,Wagoner,Woodford,917,917-941,,,42,150,,,,,,,,,3/9/2007,35.945398,-95.427461
35-145-22966,Resource Development Technology,10,13,2006,19-4C Graham,Wagoner SW,Wagoner,Woodford,965,965-990,,,54,150,,,,,,,,,3/9/2007; 3/16/2007,35.941683,-95.43188
35-029-20779,St. Mary Land & Exploration,10,14,2006,2-9 Elaine,Centrahoma,Coal,Woodford,8154,8154,,,1892,406,,,400,,,,"HORIZONTAL well; lateral 8,258-10,923 ft",2665,1/19/2007,34.573843,-96.25158
35-121-23640,Sedna Energy,10,17,2006,1-22 S.R. Phipps,Kiowa,Pittsburg,Woodford,12484,12484-12508,,,10,,,,,,,,,,12/28/2007,34.711265,-95.929374
35-005-20312,Antero Resources,10,18,2006,11-1H Carver,unnamed,Atoka,Woodford,7857,7857,,,2400,720,,,440,,,,"HORIZONTAL well; lateral 8,235-11,275 ft; gross depth range; discovery-new field",3040,5/4/2007,34.403029,-96.227258
35-145-22969,Resource Development Technology,10,24,2006,19-5H Ray Collins,Wagoner,Wagoner,Woodford,1020,1020-1045,,,6,150,,,,,,,,,3/16/2007,35.930841,-95.422953
35-029-20766,Antero Resources,10,27,2006,32-1H Prudential,unnamed,Coal,Woodford,10198,10198,,,2340,914,,,95,,,,"HORIZONTAL well; lateral 10,566-12,848 ft; gross depth range; discovery - new field",2282,5/11/2007,34.431917,-96.177111
35-005-20310,Pablo Energy II LLC,10,30,2006,1H-25 Hardman,unnamed,Atoka,Woodford,7460,7460,,,1534,542,,,150,,,,"HORIZONTAL well; lateral 7,890-11,025 ft; discovery-new field",3135,3/16/2007,34.359505,-96.207703
35-029-20773,Devon Energy,10,30,2006,1-17H Pasquali,unnamed,Coal,Woodford,8084,8084,,,2487,238,,,700,,,,"HORIZONTAL well; lateral 8,586-11,483 ft; gross depth range; discovery-new field",2897,1/18/2008,34.733392,-96.167891
35-063-23801,Newfield Exploration,11,2,2006,1H-22 Tollett,unnamed,Hughes,Woodford,7250,7250,,,8930,1332,,,500,,,,"HORIZONTAL well; lateral 7,720-9,950 ft; gross depth range; discovery - extension",2230,5/11/2007,34.796876,-96.238273
35-063-23785,Newfield Exploration,11,4,2006,1H-23 Tipton,unnamed,Hughes,Woodford,7484,7484,,,6970,2776,,,460,,,,"HORIZONTAL well; lateral 8,023-11,300 ft; gross depth range",3277,5/11/2007,34.796906,-96.221765
35-029-20772,Devon Energy,11,5,2006,1-5H Guinn,unnamed,Coal,Woodford,7971,7971,,,2632,,,,480,,,,"HORIZONTAL well; lateral 8,411-10,462 ft; gross depth range",2051,10/19/2007,34.755332,-96.165485
35-029-20771,Newfield Exploration,11,9,2006,1H-14 Balm,unnamed,Coal,Woodford,11378,11378,,,1852,883,,,850,,,,"HORIZONTAL well; lateral 11,895-14,192 ft; discovery-new field",2297,2/2/2007,34.646596,-96.119551
35-063-23791,Pontotoc Production,11,9,2006,1-36H Meadors,Shady Grove W,Hughes,Woodford,5450,5450,,,471,179,,,260,,,,"HORIZONTAL well; lateral 5,550-7,550 ft; gross depth range",2000,5/11/2007,35.041452,-96.196819
35-029-20776,Newfield Exploration,11,13,2006,1H-32 Wilson,unnamed,Coal,Woodford,10204,10204,,,1720,414,,,900,,,,"HORIZONTAL well; lateral 10,762-14,039 ft; discovery-new field",3277,2/16/2007,34.60652,-96.167819
35-063-23803,Newfield Exploration,11,14,2006,1H-35 Turpin,unnamed,Hughes,Caney; Woodford,6922,6922,,,4662,1826,,,300,,,,"HORIZONTAL well; commingled; lateral 7,410-9,670 ft; gross depth range",2260,8/3/2007,34.767929,-96.215319
35-063-23816,Newfield Exploration,11,16,2006,1H-13 Stuart,unnamed,Hughes,Woodford,7300,7300,,,9448,1152,,,,,,,"HORIZONTAL well; lateral 8,807-10,050 ft; gross depth range; CAOF 14,307 MCFD",1243,9/28/2007,34.902844,-96.08999
35-029-20770,Pablo Energy II LLC,11,19,2006,1H-16 English,Centrahoma,Coal,Woodford,7682,7682,,,2114,480,,,190,,,,"HORIZONTAL well; lateral 8,230-10,655 ft",2425,5/25/2007,34.562926,-96.257065
